/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1941-04-28	3.85	3.85	20070	20070	1
1941-04-29	3.91	3.91	20293	20293	1
1941-04-30	3.95	3.95	20443	20443	1
1941-05-01	3.99	3.99	20593	20593	1
1941-05-02	4.03	4.03	20743	20743	1
1941-05-03	4.05	4.05	20818	20818	1
1941-05-04	4.06	4.06	20856	20856	1
1941-05-05	4.09	4.09	20969	20969	1
1941-05-06	4.11	4.11	21045	21045	1
1941-05-07	4.15	4.15	21197	21197	1
1941-05-08	4.17	4.17	21273	21273	1
1941-05-09	4.18	4.18	21311	21311	1
1941-05-10	4.17	4.17	21273	21273	1
1941-05-11	4.19	4.19	21349	21349	1
1941-05-12	4.21	4.21	21425	21425	1
1941-05-13	4.21	4.21	21425	21425	1
1941-05-14	4.22	4.22	21464	21464	1
1941-05-15	4.21	4.21	21425	21425	1
1941-05-16	4.23	4.23	21502	21502	1
1941-05-17	4.26	4.26	21617	21617	1
1941-05-18	4.25	4.25	21579	21579	1
1941-05-19	4.25	4.25	21579	21579	1
1941-05-20	4.25	4.25	21579	21579	1
1941-05-21	4.24	4.24	21540	21540	1
1941-05-22	4.25	4.25	21579	21579	1
1941-05-23	4.25	4.25	21579	21579	1
1941-05-24	4.26	4.26	21617	21617	1
1941-05-25	4.25	4.25	21579	21579	1
1941-05-26	4.21	4.21	21425	21425	1
1941-05-27	4.19	4.19	21349	21349	1
1941-05-28	4.14	4.14	21159	21159	1
1941-05-29	4.14	4.14	21159	21159	1
1941-05-30	4.14	4.14	21159	21159	1
1941-05-31	4.14	4.14	21159	21159	1
1941-06-01	4.11	4.11	21045	21045	1
1941-06-02	4.08	4.08	20931	20931	1
1941-06-03	4.05	4.05	20818	20818	1
1941-06-04	4.02	4.02	20705	20705	1
1941-06-05	3.98	3.98	20555	20555	1
1941-06-06	3.97	3.97	20518	20518	1
1941-06-07	3.93	3.93	20368	20368	1
1941-06-08	3.90	3.90	20256	20256	1
1941-06-09	3.86	3.86	20107	20107	1
1941-06-10	3.81	3.81	19922	19922	1
1941-06-11	3.79	3.79	19848	19848	1
1941-06-12	3.77	3.77	19775	19775	1
1941-06-13	3.75	3.75	19701	19701	1
1941-06-14	3.73	3.73	19628	19628	1
1941-06-15	3.69	3.69	19481	19481	1
1941-06-16	3.64	3.64	19298	19298	1
1941-06-17	3.61	3.61	19189	19189	1
1941-06-18	3.56	3.56	19008	19008	1
1941-06-19	3.52	3.52	18863	18863	1
1941-06-20	3.48	3.48	18719	18719	1
1941-06-21	3.40	3.40	18433	18433	1
1941-06-22	3.36	3.36	18290	18290	1
1941-06-23	3.30	3.30	18077	18077	1
1941-06-24	3.27	3.27	17971	17971	1
1941-06-25	3.21	3.21	17760	17760	1
1941-06-26	3.21	3.21	17760	17760	1
1941-06-27	3.16	3.16	17585	17585	1
1941-06-28	3.13	3.13	17480	17480	1
1941-06-29	3.12	3.12	17445	17445	1
1941-06-30	3.11	3.11	17411	17411	1
1941-07-01	3.13	3.13	17480	17480	1
1941-07-02	3.17	3.17	17620	17620	1
1941-07-03	3.20	3.20	17725	17725	1
1941-07-04	3.26	3.26	17936	17936	1
1941-07-05	3.30	3.30	18077	18077	1
1941-07-06	3.29	3.29	18042	18042	1
1941-07-07	3.30	3.30	18077	18077	1
1941-07-08	3.30	3.30	18077	18077	1
1941-07-09	3.32	3.32	18148	18148	1
1941-07-10	3.30	3.30	18077	18077	1
1941-07-11	3.27	3.27	17971	17971	1
1941-07-12	3.23	3.23	17830	17830	1
1941-07-13	3.16	3.16	17585	17585	1
1941-07-14	3.07	3.07	17272	17272	1
1941-07-15	3.00	3.00	17030	17030	1
1941-07-16	2.92	2.92	16755	16755	1
1941-07-17	2.82	2.82	16414	16414	1
1941-07-18	2.73	2.73	16111	16111	1
1941-07-19	2.67	2.67	15909	15909	1
1941-07-20	2.62	2.62	15743	15743	1
1941-07-21	2.51	2.51	15378	15378	1
1941-07-22	2.41	2.41	15050	15050	1
1941-07-23	2.32	2.32	14758	14758	1
1941-07-24	2.30	2.30	14693	14693	1
1941-07-25	2.25	2.25	14532	14532	1
1941-07-26	2.24	2.24	14500	14500	1
1941-07-27	2.28	2.28	14629	14629	1
1941-07-28	2.30	2.30	14693	14693	1
1941-07-29	2.27	2.27	14597	14597	1
1941-07-30	2.26	2.26	14564	14564	1
1941-07-31	2.30	2.30	14693	14693	1
1941-08-01	2.42	2.42	15083	15083	1
1941-08-02	2.45	2.45	15181	15181	1
1941-08-03	2.50	2.50	15345	15345	1
1941-08-04	2.46	2.46	15214	15214	1
1941-08-05	2.43	2.43	15116	15116	1
1941-08-06	2.40	2.40	15018	15018	1
1941-08-07	2.39	2.39	14985	14985	1
1941-08-08	2.40	2.40	15018	15018	1
1941-08-09	2.36	2.36	14888	14888	1
1941-08-10	2.38	2.38	14953	14953	1
1941-08-11	2.36	2.36	14888	14888	1
1941-08-12	2.36	2.36	14888	14888	1
1941-08-13	2.36	2.36	14888	14888	1
1941-08-14	2.36	2.36	14888	14888	1
1941-08-15	2.53	2.53	15444	15444	1
1941-08-16	2.65	2.65	15843	15843	1
1941-08-17	2.76	2.76	16212	16212	1
1941-08-18	2.83	2.83	16448	16448	1
1941-08-19	2.90	2.90	16687	16687	1
1941-08-20	2.97	2.97	16926	16926	1
1941-08-21	3.02	3.02	17099	17099	1
1941-08-22	3.09	3.09	17341	17341	1
1941-08-23	3.11	3.11	17411	17411	1
1941-08-24	3.15	3.15	17550	17550	1
1941-08-25	3.18	3.18	17655	17655	1
1941-08-26	3.16	3.16	17585	17585	1
1941-08-27	3.15	3.15	17550	17550	1
1941-08-28	3.11	3.11	17411	17411	1
1941-08-29	3.07	3.07	17272	17272	1
1941-08-30	3.05	3.05	17202	17202	1
1941-08-31	3.04	3.04	17168	17168	1
1941-09-01	3.04	3.04	17168	17168	1
1941-09-02	2.94	2.94	16823	16823	1
1941-09-03	2.88	2.88	16618	16618	1
1941-09-04	2.86	2.86	16550	16550	1
1941-09-05	2.82	2.82	16414	16414	1
1941-09-06	2.77	2.77	16245	16245	1
1941-09-07	2.65	2.65	15843	15843	1
1941-09-08	2.54	2.54	15477	15477	1
1941-09-09	2.46	2.46	15214	15214	1
1941-09-10	2.37	2.37	14920	14920	1
1941-09-11	2.31	2.31	14726	14726	1
1941-09-12	2.19	2.19	14340	14340	1
1941-09-13	2.05	2.05	13896	13896	1
1941-09-14	1.97	1.97	13644	13644	1
1941-09-15	1.87	1.87	13333	13333	1
1941-09-16	1.73	1.73	12903	12903	1
1941-09-17	1.60	1.60	12508	12508	1
1941-09-18	1.47	1.47	12119	12119	1
1941-09-19	1.38	1.38	11853	11853	1
1941-09-20	1.30	1.30	11619	11619	1
1941-09-21	1.36	1.36	11794	11794	1
1941-09-22	1.34	1.34	11736	11736	1
1941-09-23	1.21	1.21	11357	11357	1
1941-09-24	1.12	1.12	11098	11098	1
1941-09-25	1.17	1.17	11242	11242	1
1941-09-26	1.28	1.28	11560	11560	1
1941-09-27	1.35	1.35	11765	11765	1
1941-09-28	1.34	1.34	11736	11736	1
1941-09-29	1.42	1.42	11971	11971	1
1941-09-30	1.50	1.50	12209	12209	1
1941-10-01	1.58	1.58	12448	12448	1
1941-10-02	1.63	1.63	12599	12599	1
1941-10-03	1.66	1.66	12690	12690	1
1941-10-04	1.69	1.69	12781	12781	1
1941-10-05	1.67	1.67	12720	12720	1
1941-10-06	1.81	1.81	13148	13148	1
1941-10-07	1.79	1.79	13087	13087	1
1941-10-08	1.72	1.72	12872	12872	1
1941-10-09	1.74	1.74	12933	12933	1
1941-10-10	1.74	1.74	12933	12933	1
1941-10-11	1.70	1.70	12811	12811	1
1941-10-12	1.81	1.81	13148	13148	1
1941-10-13	1.85	1.85	13271	13271	1
1941-10-14	1.90	1.90	13426	13426	1
1941-10-15	1.98	1.98	13676	13676	1
1941-10-16	2.16	2.16	14244	14244	1
1941-10-17	2.20	2.20	14372	14372	1
1941-10-18	2.25	2.25	14532	14532	1
1941-10-19	2.25	2.25	14532	14532	1
1941-10-20	2.20	2.20	14372	14372	1
1941-10-21	2.25	2.25	14532	14532	1
1941-10-22	2.35	2.35	14855	14855	1
1941-10-23	2.27	2.27	14597	14597	1
1941-10-24	2.20	2.20	14372	14372	1
1941-10-25	2.14	2.14	14181	14181	1
1941-10-26	2.06	2.06	13927	13927	1
1941-10-27	2.03	2.03	13833	13833	1
1941-10-28	1.97	1.97	13644	13644	1
1941-10-29	1.82	1.82	13179	13179	1
1941-10-30	1.69	1.69	12781	12781	1
1941-10-31	1.66	1.66	12690	12690	1
1941-11-01	1.52	1.52	12268	12268	1
1941-11-02	1.44	1.44	12030	12030	1
1941-11-03	1.56	1.56	12388	12388	1
1941-11-04	1.30	1.30	11619	11619	1
1941-11-05	1.14	1.14	11155	11155	1
1941-11-06	1.04	1.04	10870	10870	1
1941-11-07	0.95	0.95	10615	10615	1
1941-11-08	0.86	0.86	10364	10364	1
1941-11-09	0.85	0.85	10336	10336	1
1941-11-10	0.85	0.85	10336	10336	1
1941-11-11	0.86	0.86	10364	10364	1
1941-11-12	1.09	1.09	11012	11012	1
1941-11-13	1.20	1.20	11328	11328	1
1941-11-14	1.24	1.24	11444	11444	1
1941-11-15	1.24	1.24	11444	11444	1
1941-11-16	1.27	1.27	11531	11531	1
1941-11-17	1.33	1.33	11706	11706	1
1941-11-18	1.48	1.48	12149	12149	1
1941-11-19	1.64	1.64	12629	12629	1
1941-11-20	1.67	1.67	12720	12720	1
1941-11-21	1.68	1.68	12751	12751	1
1941-11-22	1.73	1.73	12903	12903	1
1941-11-23	1.86	1.86	13302	13302	1
1941-11-24	1.93	1.93	13520	13520	1
1941-11-25	1.96	1.96	13613	13613	1
1941-11-26	2.02	2.02	13801	13801	1
1941-11-27	2.12	2.12	14117	14117	1
1941-11-28	2.22	2.22	14436	14436	1
1941-11-29	2.27	2.27	14597	14597	1
1941-11-30	2.28	2.28	14629	14629	1
1941-12-01	2.41	2.41	15050	15050	1
1941-12-02	2.45	2.45	15181	15181	1
1941-12-03	2.52	2.52	15411	15411	1
1941-12-04	2.57	2.57	15577	15577	1
1941-12-05	2.60	2.60	15676	15676	1
1941-12-06	2.64	2.64	15809	15809	1
1941-12-07	2.73	2.73	16111	16111	1
1941-12-08	2.76	2.76	16212	16212	1
1941-12-09	2.82	2.82	16414	16414	1
1941-12-10	2.84	2.84	16482	16482	1
1941-12-11	2.94	2.94	16823	16823	1
1941-12-12	2.98	2.98	16961	16961	1
1941-12-13	3.03	3.03	17133	17133	1
1941-12-14	3.12	3.12	17445	17445	1
1941-12-15	3.14	3.14	17515	17515	1
1941-12-16	3.19	3.19	17690	17690	1
1941-12-17	3.20	3.20	17725	17725	1
1941-12-18	3.14	3.14	17515	17515	1
1941-12-19	3.17	3.17	17620	17620	1
1941-12-20	3.18	3.18	17655	17655	1
1941-12-21	3.20	3.20	17725	17725	1
1941-12-22	3.26	3.26	17936	17936	1
1941-12-23	3.27	3.27	17971	17971	1
1941-12-24	3.29	3.29	18042	18042	1
1941-12-25	3.32	3.32	18148	18148	1
1941-12-26	3.33	3.33	18184	18184	1
1941-12-27	3.37	3.37	18326	18326	1
1941-12-28	3.39	3.39	18397	18397	1
1941-12-29	3.43	3.43	18540	18540	1
1941-12-30	3.44	3.44	18576	18576	1
1941-12-31	3.47	3.47	18683	18683	1
1942-01-01	3.49	3.49	18755	18755	1
1942-01-02	3.52	3.52	18863	18863	1
1942-01-03	3.56	3.56	19008	19008	1
1942-01-04	3.56	3.56	19008	19008	1
1942-01-05	3.60	3.60	19153	19153	1
1942-01-06	3.63	3.63	19262	19262	1
1942-01-07	3.65	3.65	19335	19335	1
1942-01-08	3.65	3.65	19335	19335	1
1942-01-09	3.68	3.68	19444	19444	1
1942-01-10	3.68	3.68	19444	19444	1
1942-01-11	3.73	3.73	19628	19628	1
1942-01-12	3.73	3.73	19628	19628	1
1942-01-13	3.75	3.75	19701	19701	1
1942-01-14	3.77	3.77	19775	19775	1
1942-01-15	3.80	3.80	19885	19885	1
1942-01-16	3.80	3.80	19885	19885	1
1942-01-17	3.77	3.77	19775	19775	1
1942-01-18	3.77	3.77	19775	19775	1
1942-01-19	3.80	3.80	19885	19885	1
1942-01-20	3.78	3.78	19811	19811	1
1942-01-21	3.76	3.76	19738	19738	1
1942-01-22	3.75	3.75	19701	19701	1
1942-01-23	3.72	3.72	19591	19591	1
1942-01-24	3.68	3.68	19444	19444	1
1942-01-25	3.67	3.67	19408	19408	1
1942-01-26	3.67	3.67	19408	19408	1
1942-01-27	3.62	3.62	19226	19226	1
1942-01-28	3.60	3.60	19153	19153	1
1942-01-29	3.60	3.60	19153	19153	1
1942-01-30	3.57	3.57	19044	19044	1
1942-01-31	3.56	3.56	19008	19008	1
1942-02-01	3.54	3.54	18935	18935	1
1942-02-02	3.53	3.53	18899	18899	1
1942-02-03	3.50	3.50	18791	18791	1
1942-02-04	3.47	3.47	18683	18683	1
1942-02-05	3.41	3.41	18468	18468	1
1942-02-06	3.43	3.43	18540	18540	1
1942-02-07	3.42	3.42	18504	18504	1
1942-02-08	3.38	3.38	18361	18361	1
1942-02-09	3.35	3.35	18255	18255	1
1942-02-10	3.33	3.33	18184	18184	1
1942-02-11	3.28	3.28	18007	18007	1
1942-02-12	3.25	3.25	17901	17901	1
1942-02-13	3.26	3.26	17936	17936	1
1942-02-14	3.28	3.28	18007	18007	1
1942-02-15	3.30	3.30	18077	18077	1
1942-02-16	3.30	3.30	18077	18077	1
1942-02-17	3.30	3.30	18077	18077	1
1942-02-18	3.33	3.33	18184	18184	1
1942-02-19	3.34	3.34	18219	18219	1
1942-02-20	3.35	3.35	18255	18255	1
1942-02-21	3.34	3.34	18219	18219	1
1942-02-22	3.32	3.32	18148	18148	1
1942-02-23	3.33	3.33	18184	18184	1
1942-02-24	3.37	3.37	18326	18326	1
1942-02-25	3.37	3.37	18326	18326	1
1942-02-26	3.39	3.39	18397	18397	1
1942-02-27	3.41	3.41	18468	18468	1
1942-02-28	3.42	3.42	18504	18504	1
1942-03-01	3.43	3.43	18540	18540	1
1942-03-02	3.47	3.47	18683	18683	1
1942-03-03	3.46	3.46	18647	18647	1
1942-03-04	3.38	3.38	18361	18361	1
1942-03-05	3.46	3.46	18647	18647	1
1942-03-06	3.48	3.48	18719	18719	1
1942-03-07	3.50	3.50	18791	18791	1
1942-03-08	3.48	3.48	18719	18719	1
1942-03-09	3.46	3.46	18647	18647	1
1942-03-10	3.46	3.46	18647	18647	1
1942-03-11	3.45	3.45	18612	18612	1
1942-03-12	3.48	3.48	18719	18719	1
1942-03-13	3.50	3.50	18791	18791	1
1942-03-14	3.53	3.53	18899	18899	1
1942-03-15	3.55	3.55	18972	18972	1
1942-03-16	3.56	3.56	19008	19008	1
1942-03-17	3.58	3.58	19080	19080	1
1942-03-18	3.62	3.62	19226	19226	1
1942-03-19	3.62	3.62	19226	19226	1
1942-03-20	3.62	3.62	19226	19226	1
1942-03-21	3.64	3.64	19298	19298	1
1942-03-22	3.64	3.64	19298	19298	1
1942-03-23	3.80	3.80	19885	19885	1
1942-03-24	3.76	3.76	19738	19738	1
1942-03-25	3.80	3.80	19885	19885	1
1942-03-26	3.82	3.82	19959	19959	1
1942-03-27	3.84	3.84	20033	20033	1
1942-03-28	3.84	3.84	20033	20033	1
1942-03-29	3.86	3.86	20107	20107	1
1942-03-30	3.89	3.89	20219	20219	1
1942-03-31	3.87	3.87	20145	20145	1
1942-04-01	3.85	3.85	20070	20070	1
1942-04-02	3.86	3.86	20107	20107	1
1942-04-03	3.86	3.86	20107	20107	1
1942-04-04	3.86	3.86	20107	20107	1
1942-04-05	3.87	3.87	20145	20145	1
1942-04-06	3.90	3.90	20256	20256	1
1942-04-07	3.94	3.94	20405	20405	1
1942-04-08	3.94	3.94	20405	20405	1
1942-04-09	3.96	3.96	20480	20480	1
1942-04-10	3.96	3.96	20480	20480	1
1942-04-11	3.96	3.96	20480	20480	1
1942-04-12	3.98	3.98	20555	20555	1
1942-04-13	4.02	4.02	20705	20705	1
1942-04-14	4.01	4.01	20668	20668	1
1942-04-15	4.00	4.00	20630	20630	1
1942-04-16	4.00	4.00	20630	20630	1
1942-04-17	4.02	4.02	20705	20705	1
1942-04-18	4.04	4.04	20781	20781	1
1942-04-19	4.02	4.02	20705	20705	1
1942-04-20	4.02	4.02	20705	20705	1
1942-04-21	4.01	4.01	20668	20668	1
1942-04-22	4.00	4.00	20630	20630	1
1942-04-23	4.00	4.00	20630	20630	1
1942-04-24	4.00	4.00	20630	20630	1
1942-04-25	4.02	4.02	20705	20705	1
1942-04-26	4.02	4.02	20705	20705	1
1942-04-27	4.03	4.03	20743	20743	1
1942-04-28	4.05	4.05	20818	20818	1
1942-04-29	4.05	4.05	20818	20818	1
1942-04-30	4.06	4.06	20856	20856	1
1942-05-01	4.08	4.08	20931	20931	1
1942-05-02	4.10	4.10	21007	21007	1
1942-05-03	4.10	4.10	21007	21007	1
1942-05-04	4.10	4.10	21007	21007	1
1942-05-05	4.12	4.12	21083	21083	1
1942-05-06	4.13	4.13	21121	21121	1
1942-05-07	4.11	4.11	21045	21045	1
1942-05-08	4.14	4.14	21159	21159	1
1942-05-09	4.16	4.16	21235	21235	1
1942-05-10	4.17	4.17	21273	21273	1
1942-05-11	4.18	4.18	21311	21311	1
1942-05-12	4.18	4.18	21311	21311	1
1942-05-13	4.20	4.20	21387	21387	1
1942-05-14	4.23	4.23	21502	21502	1
1942-05-15	4.21	4.21	21425	21425	1
1942-05-16	4.24	4.24	21540	21540	1
1942-05-17	4.25	4.25	21579	21579	1
1942-05-18	4.26	4.26	21617	21617	1
1942-05-19	4.26	4.26	21617	21617	1
1942-05-20	4.28	4.28	21694	21694	1
1942-05-21	4.29	4.29	21732	21732	1
1942-05-22	4.31	4.31	21809	21809	1
1942-05-23	4.32	4.32	21848	21848	1
1942-05-24	4.34	4.34	21925	21925	1
1942-05-25	4.34	4.34	21925	21925	1
1942-05-26	4.34	4.34	21925	21925	1
1942-05-27	4.35	4.35	21963	21963	1
1942-05-28	4.36	4.36	22002	22002	1
1942-05-29	4.36	4.36	22002	22002	1
1942-05-30	4.38	4.38	22079	22079	1
1942-05-31	4.38	4.38	22079	22079	1
1942-06-01	4.38	4.38	22079	22079	1
1942-06-02	4.38	4.38	22079	22079	1
1942-06-03	4.38	4.38	22079	22079	1
1942-06-04	4.38	4.38	22079	22079	1
1942-06-05	4.39	4.39	22118	22118	1
1942-06-06	4.41	4.41	22196	22196	1
1942-06-07	4.39	4.39	22118	22118	1
1942-06-08	4.40	4.40	22157	22157	1
1942-06-09	4.40	4.40	22157	22157	1
1942-06-10	4.41	4.41	22196	22196	1
1942-06-11	4.42	4.42	22234	22234	1
1942-06-12	4.43	4.43	22273	22273	1
1942-06-13	4.43	4.43	22273	22273	1
1942-06-14	4.42	4.42	22234	22234	1
1942-06-15	4.39	4.39	22118	22118	1
1942-06-16	4.39	4.39	22118	22118	1
1942-06-17	4.41	4.41	22196	22196	1
1942-06-18	4.41	4.41	22196	22196	1
1942-06-19	4.41	4.41	22196	22196	1
1942-06-20	4.42	4.42	22234	22234	1
1942-06-21	4.44	4.44	22312	22312	1
1942-06-22	4.44	4.44	22312	22312	1
1942-06-23	4.42	4.42	22234	22234	1
1942-06-24	4.42	4.42	22234	22234	1
1942-06-25	4.41	4.41	22196	22196	1
1942-06-26	4.41	4.41	22196	22196	1
1942-06-27	4.41	4.41	22196	22196	1
1942-06-28	4.42	4.42	22234	22234	1
1942-06-29	4.43	4.43	22273	22273	1
1942-06-30	4.43	4.43	22273	22273	1
1942-07-01	4.41	4.41	22196	22196	1
1942-07-02	4.40	4.40	22157	22157	1
1942-07-03	4.42	4.42	22234	22234	1
1942-07-04	4.41	4.41	22196	22196	1
1942-07-05	4.42	4.42	22234	22234	1
1942-07-06	4.43	4.43	22273	22273	1
1942-07-07	4.43	4.43	22273	22273	1
1942-07-08	4.43	4.43	22273	22273	1
1942-07-09	4.41	4.41	22196	22196	1
1942-07-10	4.40	4.40	22157	22157	1
1942-07-11	4.40	4.40	22157	22157	1
1942-07-12	4.42	4.42	22234	22234	1
1942-07-13	4.43	4.43	22273	22273	1
1942-07-14	4.44	4.44	22312	22312	1
1942-07-15	4.45	4.45	22351	22351	1
1942-07-16	4.44	4.44	22312	22312	1
1942-07-17	4.43	4.43	22273	22273	1
1942-07-18	4.41	4.41	22196	22196	1
1942-07-19	4.40	4.40	22157	22157	1
1942-07-20	4.40	4.40	22157	22157	1
1942-07-21	4.40	4.40	22157	22157	1
1942-07-22	4.37	4.37	22041	22041	1
1942-07-23	4.38	4.38	22079	22079	1
1942-07-24	4.37	4.37	22041	22041	1
1942-07-25	4.36	4.36	22002	22002	1
1942-07-26	4.34	4.34	21925	21925	1
1942-07-27	4.34	4.34	21925	21925	1
1942-07-28	4.27	4.27	21655	21655	1
1942-07-29	4.26	4.26	21617	21617	1
1942-07-30	4.26	4.26	21617	21617	1
1942-07-31	4.24	4.24	21540	21540	1
1942-08-01	4.22	4.22	21464	21464	1
1942-08-02	4.18	4.18	21311	21311	1
1942-08-03	4.16	4.16	21235	21235	1
1942-08-04	4.11	4.11	21045	21045	1
1942-08-05	4.10	4.10	21007	21007	1
1942-08-06	4.08	4.08	20931	20931	1
1942-08-07	4.07	4.07	20894	20894	1
1942-08-08	4.06	4.06	20856	20856	1
1942-08-09	4.01	4.01	20668	20668	1
1942-08-10	3.95	3.95	20443	20443	1
1942-08-11	3.91	3.91	20293	20293	1
1942-08-12	3.89	3.89	20219	20219	1
1942-08-13	3.87	3.87	20145	20145	1
1942-08-14	3.85	3.85	20070	20070	1
1942-08-15	3.84	3.84	20033	20033	1
1942-08-16	3.80	3.80	19885	19885	1
1942-08-17	3.78	3.78	19811	19811	1
1942-08-18	3.72	3.72	19591	19591	1
1942-08-19	3.68	3.68	19444	19444	1
1942-08-20	3.65	3.65	19335	19335	1
1942-08-21	3.61	3.61	19189	19189	1
1942-08-22	3.57	3.57	19044	19044	1
1942-08-23	3.52	3.52	18863	18863	1
1942-08-24	3.45	3.45	18612	18612	1
1942-08-25	3.38	3.38	18361	18361	1
1942-08-26	3.35	3.35	18255	18255	1
1942-08-27	3.30	3.30	18077	18077	1
1942-08-28	3.23	3.23	17830	17830	1
1942-08-29	3.17	3.17	17620	17620	1
1942-08-30	3.09	3.09	17341	17341	1
1942-08-31	3.00	3.00	17030	17030	1
1942-09-01	2.96	2.96	16892	16892	1
1942-09-02	2.91	2.91	16721	16721	1
1942-09-03	2.88	2.88	16618	16618	1
1942-09-04	2.85	2.85	16516	16516	1
1942-09-05	2.80	2.80	16347	16347	1
1942-09-06	2.77	2.77	16245	16245	1
1942-09-07	2.71	2.71	16043	16043	1
1942-09-08	2.62	2.62	15743	15743	1
1942-09-09	2.55	2.55	15510	15510	1
1942-09-10	2.46	2.46	15214	15214	1
1942-09-11	2.43	2.43	15116	15116	1
1942-09-12	2.39	2.39	14985	14985	1
1942-09-13	2.30	2.30	14693	14693	1
1942-09-14	2.30	2.30	14693	14693	1
1942-09-15	2.30	2.30	14693	14693	1
1942-09-16	2.23	2.23	14468	14468	1
1942-09-17	2.15	2.15	14212	14212	1
1942-09-18	2.08	2.08	13990	13990	1
1942-09-19	2.03	2.03	13833	13833	1
1942-09-20	2.04	2.04	13864	13864	1
1942-09-21	1.97	1.97	13644	13644	1
1942-09-22	1.89	1.89	13395	13395	1
1942-09-23	1.86	1.86	13302	13302	1
1942-09-24	1.82	1.82	13179	13179	1
1942-09-25	1.76	1.76	12995	12995	1
1942-09-26	1.70	1.70	12811	12811	1
1942-09-27	1.68	1.68	12751	12751	1
1942-09-28	1.60	1.60	12508	12508	1
1942-09-29	1.64	1.64	12629	12629	1
1942-09-30	1.76	1.76	12995	12995	1
1942-10-01	1.77	1.77	13025	13025	1
1942-10-02	1.74	1.74	12933	12933	1
1942-10-03	1.74	1.74	12933	12933	1
1942-10-04	1.80	1.80	13117	13117	1
1942-10-05	1.85	1.85	13271	13271	1
1942-10-06	1.85	1.85	13271	13271	1
1942-10-07	1.87	1.87	13333	13333	1
1942-10-08	1.94	1.94	13551	13551	1
1942-10-09	2.01	2.01	13770	13770	1
1942-10-10	2.08	2.08	13990	13990	1
1942-10-11	2.12	2.12	14117	14117	1
1942-10-12	2.18	2.18	14308	14308	1
1942-10-13	2.28	2.28	14629	14629	1
1942-10-14	2.30	2.30	14693	14693	1
1942-10-15	2.30	2.30	14693	14693	1
1942-10-16	2.35	2.35	14855	14855	1
1942-10-17	2.41	2.41	15050	15050	1
1942-10-18	2.42	2.42	15083	15083	1
1942-10-19	2.42	2.42	15083	15083	1
1942-10-20	2.42	2.42	15083	15083	1
1942-10-21	2.51	2.51	15378	15378	1
1942-10-22	2.49	2.49	15312	15312	1
1942-10-23	2.49	2.49	15312	15312	1
1942-10-24	2.48	2.48	15280	15280	1
1942-10-25	2.40	2.40	15018	15018	1
1942-10-26	2.41	2.41	15050	15050	1
1942-10-27	2.37	2.37	14920	14920	1
1942-10-28	2.33	2.33	14790	14790	1
1942-10-29	2.29	2.29	14661	14661	1
1942-10-30	2.22	2.22	14436	14436	1
1942-10-31	2.10	2.10	14054	14054	1
1942-11-01	2.01	2.01	13770	13770	1
1942-11-02	1.92	1.92	13488	13488	1
1942-11-03	1.90	1.90	13426	13426	1
1942-11-04	1.85	1.85	13271	13271	1
1942-11-05	1.78	1.78	13056	13056	1
1942-11-06	1.79	1.79	13087	13087	1
1942-11-07	1.75	1.75	12964	12964	1
1942-11-08	1.68	1.68	12751	12751	1
1942-11-09	1.66	1.66	12690	12690	1
1942-11-10	1.62	1.62	12569	12569	1
1942-11-11	1.58	1.58	12448	12448	1
